game_status,dealer_total,dealer_cards,player_name,player_total,player_cards,player_wager,player_balance,running_count,deck_remaining_percent,true_count,remaining_cards
player bust,26,six queen ten ,computer,23,five jack eight ,100,-100,0,0.9230769230769231,0.0,",ten,two,three,seven,six,three,two,four,ace,five,queen,ace,five,queen,four,queen,king,seven,nine,seven,ten,jack,nine,king,eight,five,jack,ten,four,eight,three,six,six,ace,two,nine,jack,king,ace,seven,three,four,nine,two,king"
player wins,18,two seven three two four ,computer,19,ten three six ,100,0,1,0.8076923076923077,1.2380952380952381,",ace,five,queen,ace,five,queen,four,queen,king,seven,nine,seven,ten,jack,nine,king,eight,five,jack,ten,four,eight,three,six,six,ace,two,nine,jack,king,ace,seven,three,four,nine,two,king"
blackjack,21,five ace five ,computer,21,ace queen ,100,200,-1,0.6538461538461539,-1.5294117647058822,",queen,four,queen,king,seven,nine,seven,ten,jack,nine,king,eight,five,jack,ten,four,eight,three,six,six,ace,two,nine,jack,king,ace,seven,three,four,nine,two,king"
dealer wins,21,four king seven ,computer,20,queen queen ,100,100,-3,0.5576923076923077,-5.379310344827586,",nine,seven,ten,jack,nine,king,eight,five,jack,ten,four,eight,three,six,six,ace,two,nine,jack,king,ace,seven,three,four,nine,two,king"
player wins,17,seven jack ,computer,19,nine ten ,100,200,-5,0.46153846153846156,-10.833333333333332,",nine,king,eight,five,jack,ten,four,eight,three,six,six,ace,two,nine,jack,king,ace,seven,three,four,nine,two,king"
dealer wins,19,nine queen ,computer,17,jack seven ,100,100,-2,0.9230769230769231,-2.1666666666666665,",jack,queen,four,four,six,ten,king,queen,five,king,two,ten,six,seven,six,eight,seven,nine,eight,eight,five,queen,king,eight,two,four,six,ace,four,jack,three,ten,five,nine,two,seven,ace,ace,ace,king,ten,two,nine,three,jack,five,three"
dealer wins,20,queen four six ,computer,14,jack four ,100,0,-2,0.8461538461538461,-2.3636363636363638,",ten,king,queen,five,king,two,ten,six,seven,six,eight,seven,nine,eight,eight,five,queen,king,eight,two,four,six,ace,four,jack,three,ten,five,nine,two,seven,ace,ace,ace,king,ten,two,nine,three,jack,five,three"
dealer bust,25,king five king ,computer,20,ten queen ,100,100,-4,0.75,-5.333333333333333,",two,ten,six,seven,six,eight,seven,nine,eight,eight,five,queen,king,eight,two,four,six,ace,four,jack,three,ten,five,nine,two,seven,ace,ace,ace,king,ten,two,nine,three,jack,five,three"
player bust,17,ten seven ,computer,22,two six six eight ,100,0,-3,0.6538461538461539,-4.588235294117647,",seven,nine,eight,eight,five,queen,king,eight,two,four,six,ace,four,jack,three,ten,five,nine,two,seven,ace,ace,ace,king,ten,two,nine,three,jack,five,three"
player wins,17,nine eight ,computer,20,seven eight five ,100,100,-3,0.5384615384615384,-5.571428571428572,",queen,king,eight,two,four,six,ace,four,jack,three,ten,five,nine,two,seven,ace,ace,ace,king,ten,two,nine,three,jack,five,three"
dealer bust,22,king two four six ,computer,18,queen eight ,100,200,-4,0.4423076923076923,-9.043478260869566,",ace,four,jack,three,ten,five,nine,two,seven,ace,ace,ace,king,ten,two,nine,three,jack,five,three"
blackjack,21,three ten ace seven ,computer,21,king ace ,100,400,-2,0.9230769230769231,-2.1666666666666665,",four,two,five,seven,two,eight,nine,ten,three,six,ten,two,five,nine,eight,two,three,king,three,jack,five,queen,seven,queen,seven,four,jack,jack,king,nine,king,six,ace,four,jack,nine,six,eight,four,eight,six,queen,ace,queen,five"
player wins,18,two seven nine ,computer,19,four five two eight ,100,500,1,0.8076923076923077,1.2380952380952381,",ten,three,six,ten,two,five,nine,eight,two,three,king,three,jack,five,queen,seven,queen,seven,four,jack,jack,king,nine,king,six,ace,four,jack,nine,six,eight,four,eight,six,queen,ace,queen,five"
Tie,18,three ten five ,computer,18,ten six two ,100,500,1,0.6730769230769231,1.4857142857142855,",nine,eight,two,three,king,three,jack,five,queen,seven,queen,seven,four,jack,jack,king,nine,king,six,ace,four,jack,nine,six,eight,four,eight,six,queen,ace,queen,five"
dealer bust,24,eight three three jack ,computer,21,nine two king ,100,600,3,0.5576923076923077,5.379310344827586,",five,queen,seven,queen,seven,four,jack,jack,king,nine,king,six,ace,four,jack,nine,six,eight,four,eight,six,queen,ace,queen,five"
dealer bust,26,five ace ten queen ,computer,17,seven king ,100,700,-1,0.9230769230769231,-1.0833333333333333,",five,ten,ace,four,queen,king,nine,ace,ten,king,three,seven,three,two,jack,nine,nine,three,four,six,jack,eight,jack,four,nine,seven,four,eight,seven,five,ten,queen,ace,six,six,five,two,eight,two,six,queen,two,three,king,eight"
dealer bust,24,ten four king ,computer,16,five ace queen ,100,800,-1,0.8076923076923077,-1.2380952380952381,",nine,ace,ten,king,three,seven,three,two,jack,nine,nine,three,four,six,jack,eight,jack,four,nine,seven,four,eight,seven,five,ten,queen,ace,six,six,five,two,eight,two,six,queen,two,three,king,eight"
dealer wins,21,ace king ,computer,19,nine ten ,100,700,-4,0.6923076923076923,-5.777777777777778,",three,seven,three,two,jack,nine,nine,three,four,six,jack,eight,jack,four,nine,seven,four,eight,seven,five,ten,queen,ace,six,six,five,two,eight,two,six,queen,two,three,king,eight"
dealer wins,18,seven two nine ,computer,16,three three jack ,100,600,-1,0.6153846153846154,-1.625,",nine,three,four,six,jack,eight,jack,four,nine,seven,four,eight,seven,five,ten,queen,ace,six,six,five,two,eight,two,six,queen,two,three,king,eight"
dealer wins,19,three six jack ,computer,13,nine four ,100,500,2,0.5,4.0,",eight,jack,four,nine,seven,four,eight,seven,five,ten,queen,ace,six,six,five,two,eight,two,six,queen,two,three,king,eight"
dealer wins,17,three four eight two ,computer,13,eight five ,100,400,3,0.9230769230769231,3.25,",king,ace,ten,three,jack,queen,ten,ten,five,four,five,jack,eight,four,queen,ace,seven,seven,six,eight,two,three,nine,jack,king,four,six,queen,two,seven,queen,six,ace,ten,nine,nine,six,two,king,seven,king,ace,three,jack,nine"
dealer bust,24,ace three jack queen ,computer,20,king ten ,100,500,1,0.8076923076923077,1.2380952380952381,",ten,ten,five,four,five,jack,eight,four,queen,ace,seven,seven,six,eight,two,three,nine,jack,king,four,six,queen,two,seven,queen,six,ace,ten,nine,nine,six,two,king,seven,king,ace,three,jack,nine"
dealer wins,19,ten four five ,computer,15,ten five ,100,400,1,0.6923076923076923,1.4444444444444444,",jack,eight,four,queen,ace,seven,seven,six,eight,two,three,nine,jack,king,four,six,queen,two,seven,queen,six,ace,ten,nine,nine,six,two,king,seven,king,ace,three,jack,nine"
player bust,18,eight queen ,computer,22,jack four ace seven ,100,300,0,0.5961538461538461,0.0,",seven,six,eight,two,three,nine,jack,king,four,six,queen,two,seven,queen,six,ace,ten,nine,nine,six,two,king,seven,king,ace,three,jack,nine"
dealer wins,20,six two three nine ,computer,15,seven eight ,100,200,2,0.4807692307692307,4.16,",jack,king,four,six,queen,two,seven,queen,six,ace,ten,nine,nine,six,two,king,seven,king,ace,three,jack,nine"
dealer wins,20,ten king ,computer,18,eight jack ,100,100,-3,0.9230769230769231,-3.25,",nine,two,jack,ten,two,six,three,queen,eight,ace,five,queen,ten,seven,king,ace,six,two,jack,king,seven,ace,three,seven,queen,four,four,nine,six,jack,eight,seven,eight,four,six,ten,five,queen,king,five,nine,five,two,ace,three,four,nine"
dealer wins,20,two ten two six ,computer,19,nine jack ,100,0,-4,0.8461538461538461,-4.7272727272727275,",three,queen,eight,ace,five,queen,ten,seven,king,ace,six,two,jack,king,seven,ace,three,seven,queen,four,four,nine,six,jack,eight,seven,eight,four,six,ten,five,queen,king,five,nine,five,two,ace,three,four,nine"
player bust,21,queen ace ,computer,26,three eight five queen ,100,-100,-5,0.7307692307692308,-6.842105263157894,",ten,seven,king,ace,six,two,jack,king,seven,ace,three,seven,queen,four,four,nine,six,jack,eight,seven,eight,four,six,ten,five,queen,king,five,nine,five,two,ace,three,four,nine"
player wins,18,seven ace ,computer,20,ten king ,100,0,-8,0.6153846153846154,-13.0,",six,two,jack,king,seven,ace,three,seven,queen,four,four,nine,six,jack,eight,seven,eight,four,six,ten,five,queen,king,five,nine,five,two,ace,three,four,nine"
player bust,23,two king ace three seven ,computer,23,six jack seven ,100,-100,-8,0.5384615384615384,-14.857142857142858,",queen,four,four,nine,six,jack,eight,seven,eight,four,six,ten,five,queen,king,five,nine,five,two,ace,three,four,nine"
player wins,18,five three queen ,computer,19,eight ace ,100,0,1,0.9230769230769231,1.0833333333333333,",seven,queen,four,two,jack,jack,king,ten,two,eight,nine,three,six,ace,nine,nine,two,seven,queen,seven,four,seven,six,two,eight,five,three,jack,ace,nine,three,king,four,six,queen,ace,ten,six,king,eight,ten,five,five,ten,king,jack"
dealer bust,22,queen two jack ,computer,21,seven four jack ,100,100,2,0.8269230769230769,2.418604651162791,",king,ten,two,eight,nine,three,six,ace,nine,nine,two,seven,queen,seven,four,seven,six,two,eight,five,three,jack,ace,nine,three,king,four,six,queen,ace,ten,six,king,eight,ten,five,five,ten,king,jack"
player wins,18,ten eight ,computer,21,king two nine ,100,200,1,0.7115384615384616,1.4054054054054053,",three,six,ace,nine,nine,two,seven,queen,seven,four,seven,six,two,eight,five,three,jack,ace,nine,three,king,four,six,queen,ace,ten,six,king,eight,ten,five,five,ten,king,jack"
player bust,25,six nine queen ,computer,22,three ace nine two seven ,100,100,2,0.6153846153846154,3.25,",seven,four,seven,six,two,eight,five,three,jack,ace,nine,three,king,four,six,queen,ace,ten,six,king,eight,ten,five,five,ten,king,jack"
dealer wins,20,four six two eight ,computer,14,seven seven ,100,0,4,0.46153846153846156,8.666666666666666,",five,three,jack,ace,nine,three,king,four,six,queen,ace,ten,six,king,eight,ten,five,five,ten,king,jack"
dealer bust,23,seven three three queen ,computer,14,seven seven ,100,100,1,0.9230769230769231,1.0833333333333333,",four,two,four,king,two,five,jack,five,ten,six,ace,jack,six,four,ten,king,eight,six,king,nine,two,nine,two,nine,queen,jack,ace,seven,ten,six,king,queen,five,nine,jack,eight,ace,three,three,ten,queen,four,eight,ace,five"
player bust,17,two king five ,computer,25,four four two five jack ,100,0,3,0.8076923076923077,3.7142857142857144,",ten,six,ace,jack,six,four,ten,king,eight,six,king,nine,two,nine,two,nine,queen,jack,ace,seven,ten,six,king,queen,five,nine,jack,eight,ace,three,three,ten,queen,four,eight,ace,five"
blackjack,22,six jack six ,computer,21,ten ace ,100,200,1,0.6538461538461539,1.5294117647058822,",four,ten,king,eight,six,king,nine,two,nine,two,nine,queen,jack,ace,seven,ten,six,king,queen,five,nine,jack,eight,ace,three,three,ten,queen,four,eight,ace,five"
player wins,18,ten eight ,computer,20,four king six ,100,300,0,0.5576923076923077,0.0,",king,nine,two,nine,two,nine,queen,jack,ace,seven,ten,six,king,queen,five,nine,jack,eight,ace,three,three,ten,queen,four,eight,ace,five"
player bust,19,nine queen ,computer,23,king two two nine ,100,200,0,0.46153846153846156,0.0,",ace,seven,ten,six,king,queen,five,nine,jack,eight,ace,three,three,ten,queen,four,eight,ace,five"
dealer wins,21,five three two ace ,computer,16,five five six ,100,100,4,0.9230769230769231,4.333333333333333,",queen,king,six,ace,ten,ten,eight,queen,seven,three,nine,eight,jack,king,ace,seven,three,five,seven,four,four,queen,jack,queen,nine,king,ace,eight,six,two,jack,two,six,three,four,eight,ten,king,four,nine,two,jack,nine,ten"
player bust,21,king ace ,computer,26,queen six ten ,100,0,2,0.7884615384615384,2.5365853658536586,",ten,eight,queen,seven,three,nine,eight,jack,king,ace,seven,three,five,seven,four,four,queen,jack,queen,nine,king,ace,eight,six,two,jack,two,six,three,four,eight,ten,king,four,nine,two,jack,nine,ten"
player wins,18,eight seven three ,computer,20,ten queen ,100,100,0,0.6923076923076923,0.0,",nine,eight,jack,king,ace,seven,three,five,seven,four,four,queen,jack,queen,nine,king,ace,eight,six,two,jack,two,six,three,four,eight,ten,king,four,nine,two,jack,nine,ten"
player wins,18,eight king ,computer,19,nine jack ,100,200,-2,0.5961538461538461,-3.3548387096774195,",ace,seven,three,five,seven,four,four,queen,jack,queen,nine,king,ace,eight,six,two,jack,two,six,three,four,eight,ten,king,four,nine,two,jack,nine,ten"
player wins,20,seven five four four ,computer,21,ace three seven ,100,300,-1,0.5192307692307692,-1.9259259259259263,",queen,jack,queen,nine,king,ace,eight,six,two,jack,two,six,three,four,eight,ten,king,four,nine,two,jack,nine,ten"
dealer bust,26,six ten jack ,computer,18,jack six two ,100,400,0,0.9230769230769231,0.0,",four,four,seven,eight,king,three,seven,eight,ace,three,ten,six,seven,eight,five,queen,ten,two,king,seven,queen,queen,six,four,two,jack,three,five,five,two,ace,ace,ten,queen,nine,nine,king,eight,jack,four,five,nine,nine,three,ace"
dealer bust,22,four eight three seven ,computer,21,four seven king ,100,500,2,0.8076923076923077,2.4761904761904763,",eight,ace,three,ten,six,seven,eight,five,queen,ten,two,king,seven,queen,queen,six,four,two,jack,three,five,five,two,ace,ace,ten,queen,nine,nine,king,eight,jack,four,five,nine,nine,three,ace"
dealer wins,21,ace ten ,computer,17,eight three six ,100,400,1,0.6730769230769231,1.4857142857142855,",seven,eight,five,queen,ten,two,king,seven,queen,queen,six,four,two,jack,three,five,five,two,ace,ace,ten,queen,nine,nine,king,eight,jack,four,five,nine,nine,three,ace"
player bust,18,eight queen ,computer,22,seven five ten ,100,300,1,0.5769230769230769,1.7333333333333334,",two,king,seven,queen,queen,six,four,two,jack,three,five,five,two,ace,ace,ten,queen,nine,nine,king,eight,jack,four,five,nine,nine,three,ace"
dealer wins,20,king queen ,computer,19,two seven queen ,100,200,0,0.4807692307692307,0.0,",six,four,two,jack,three,five,five,two,ace,ace,ten,queen,nine,nine,king,eight,jack,four,five,nine,nine,three,ace"
dealer wins,21,three ace seven ,computer,18,five ace queen two ,100,100,0,0.9230769230769231,0.0,",five,jack,two,eight,jack,queen,four,queen,eight,eight,three,six,seven,five,eight,king,two,seven,six,jack,five,three,six,king,ten,four,four,nine,nine,ten,seven,ace,queen,ten,king,nine,six,jack,four,king,nine,two,ace,ten"
dealer wins,18,jack eight ,computer,17,five two jack ,100,0,1,0.7884615384615384,1.2682926829268293,",queen,four,queen,eight,eight,three,six,seven,five,eight,king,two,seven,six,jack,five,three,six,king,ten,four,four,nine,nine,ten,seven,ace,queen,ten,king,nine,six,jack,four,king,nine,two,ace,ten"
Tie,20,four eight eight ,computer,20,queen queen ,100,0,0,0.6923076923076923,0.0,",three,six,seven,five,eight,king,two,seven,six,jack,five,three,six,king,ten,four,four,nine,nine,ten,seven,ace,queen,ten,king,nine,six,jack,four,king,nine,two,ace,ten"
dealer wins,21,six five king ,computer,18,three seven eight ,100,-100,3,0.5961538461538461,5.032258064516129,",two,seven,six,jack,five,three,six,king,ten,four,four,nine,nine,ten,seven,ace,queen,ten,king,nine,six,jack,four,king,nine,two,ace,ten"
player bust,17,seven jack ,computer,22,two six five three six ,100,-200,4,0.4807692307692307,8.32,",king,ten,four,four,nine,nine,ten,seven,ace,queen,ten,king,nine,six,jack,four,king,nine,two,ace,ten"
dealer wins,21,king ace ,computer,17,nine three five ,100,-300,-1,0.9230769230769231,-1.0833333333333333,",jack,ace,nine,four,four,nine,three,five,seven,queen,seven,nine,ten,queen,king,two,seven,five,six,six,ten,eight,five,eight,king,seven,eight,four,ace,jack,queen,jack,king,two,six,four,eight,three,six,ace,three,jack,two,queen,ten,two"
Tie,19,ace four four ,computer,19,jack nine ,100,-300,-2,0.8269230769230769,-2.418604651162791,",nine,three,five,seven,queen,seven,nine,ten,queen,king,two,seven,five,six,six,ten,eight,five,eight,king,seven,eight,four,ace,jack,queen,jack,king,two,six,four,eight,three,six,ace,three,jack,two,queen,ten,two"
player bust,17,three seven seven ,computer,24,nine five queen ,100,-400,0,0.7307692307692308,0.0,",nine,ten,queen,king,two,seven,five,six,six,ten,eight,five,eight,king,seven,eight,four,ace,jack,queen,jack,king,two,six,four,eight,three,six,ace,three,jack,two,queen,ten,two"
dealer wins,20,ten king ,computer,19,nine queen ,100,-500,-3,0.6153846153846154,-4.875,",two,seven,five,six,six,ten,eight,five,eight,king,seven,eight,four,ace,jack,queen,jack,king,two,six,four,eight,three,six,ace,three,jack,two,queen,ten,two"
dealer bust,23,seven six ten ,computer,13,two five six ,100,-400,0,0.5384615384615384,0.0,",eight,five,eight,king,seven,eight,four,ace,jack,queen,jack,king,two,six,four,eight,three,six,ace,three,jack,two,queen,ten,two"
Tie,17,ace six ,computer,17,seven ten ,100,-400,-1,0.9230769230769231,-1.0833333333333333,",jack,jack,six,nine,king,two,three,ten,five,jack,ace,four,eight,ten,eight,queen,four,queen,queen,six,seven,five,king,five,nine,two,seven,jack,four,seven,eight,five,four,nine,nine,eight,king,two,ace,three,three,three,ace,ten,two,queen,king"
player bust,19,jack nine ,computer,26,jack six king ,100,-500,-2,0.8461538461538461,-2.3636363636363638,",two,three,ten,five,jack,ace,four,eight,ten,eight,queen,four,queen,queen,six,seven,five,king,five,nine,two,seven,jack,four,seven,eight,five,four,nine,nine,eight,king,two,ace,three,three,three,ace,ten,two,queen,king"
dealer wins,18,three five jack ,computer,12,two ten ,100,-600,0,0.75,0.0,",ace,four,eight,ten,eight,queen,four,queen,queen,six,seven,five,king,five,nine,two,seven,jack,four,seven,eight,five,four,nine,nine,eight,king,two,ace,three,three,three,ace,ten,two,queen,king"
dealer bust,22,four ten eight ,computer,19,ace eight ,100,-500,-1,0.6538461538461539,-1.5294117647058822,",queen,four,queen,queen,six,seven,five,king,five,nine,two,seven,jack,four,seven,eight,five,four,nine,nine,eight,king,two,ace,three,three,three,ace,ten,two,queen,king"
Tie,20,four queen six ,computer,20,queen queen ,100,-500,-3,0.5576923076923077,-5.379310344827586,",seven,five,king,five,nine,two,seven,jack,four,seven,eight,five,four,nine,nine,eight,king,two,ace,three,three,three,ace,ten,two,queen,king"
dealer wins,19,five five nine ,computer,17,seven king ,100,-600,-2,0.46153846153846156,-4.333333333333333,",two,seven,jack,four,seven,eight,five,four,nine,nine,eight,king,two,ace,three,three,three,ace,ten,two,queen,king"
dealer bust,23,two king four seven ,computer,21,six two three king ,100,-500,2,0.9230769230769231,2.1666666666666665,",queen,queen,three,ten,ten,queen,ten,eight,jack,eight,eight,four,seven,seven,five,ace,two,two,three,queen,jack,jack,ace,eight,five,four,four,three,seven,six,ace,five,five,six,ace,jack,ten,nine,nine,king,six,king,nine"
player bust,20,queen ten ,computer,23,queen three ten ,100,-600,0,0.7692307692307692,0.0,",queen,ten,eight,jack,eight,eight,four,seven,seven,five,ace,two,two,three,queen,jack,jack,ace,eight,five,four,four,three,seven,six,ace,five,five,six,ace,jack,ten,nine,nine,king,six,king,nine"
dealer wins,20,ten jack ,computer,18,queen eight ,100,-700,-3,0.6730769230769231,-4.457142857142856,",eight,eight,four,seven,seven,five,ace,two,two,three,queen,jack,jack,ace,eight,five,four,four,three,seven,six,ace,five,five,six,ace,jack,ten,nine,nine,king,six,king,nine"
dealer wins,20,eight seven five ,computer,19,eight four seven ,100,-800,-2,0.5961538461538461,-3.3548387096774195,",ace,two,two,three,queen,jack,jack,ace,eight,five,four,four,three,seven,six,ace,five,five,six,ace,jack,ten,nine,nine,king,six,king,nine"
dealer bust,25,two three jack jack ,computer,13,ace two queen ,100,-700,0,0.4807692307692307,0.0,",ace,eight,five,four,four,three,seven,six,ace,five,five,six,ace,jack,ten,nine,nine,king,six,king,nine"
dealer bust,22,queen six six ,computer,14,four ten ,100,-600,0,0.9230769230769231,0.0,",ace,eight,king,king,jack,nine,eight,four,five,two,three,five,ace,jack,three,nine,seven,two,eight,two,jack,queen,king,four,five,jack,seven,king,four,queen,seven,six,nine,nine,two,ten,five,ten,eight,ace,ace,three,ten,queen,three,six"
blackjack,18,eight king ,computer,21,ace king ,100,-400,-3,0.8269230769230769,-3.6279069767441863,",jack,nine,eight,four,five,two,three,five,ace,jack,three,nine,seven,two,eight,two,jack,queen,king,four,five,jack,seven,king,four,queen,seven,six,nine,nine,two,ten,five,ten,eight,ace,ace,three,ten,queen,three,six"
Tie,18,nine four five ,computer,18,jack eight ,100,-400,-3,0.75,-4.0,",two,three,five,ace,jack,three,nine,seven,two,eight,two,jack,queen,king,four,five,jack,seven,king,four,queen,seven,six,nine,nine,two,ten,five,ten,eight,ace,ace,three,ten,queen,three,six"
Tie,17,three ace three ,computer,17,two five jack ,100,-400,-1,0.6538461538461539,-1.5294117647058822,",nine,seven,two,eight,two,jack,queen,king,four,five,jack,seven,king,four,queen,seven,six,nine,nine,two,ten,five,ten,eight,ace,ace,three,ten,queen,three,six"
player bust,25,seven eight queen ,computer,23,nine two two jack ,100,-500,0,0.5384615384615384,0.0,",king,four,five,jack,seven,king,four,queen,seven,six,nine,nine,two,ten,five,ten,eight,ace,ace,three,ten,queen,three,six"
dealer bust,24,ten three ace jack ,computer,16,queen six ,100,-400,0,0.9230769230769231,0.0,",ten,ten,two,seven,ace,five,king,three,queen,nine,four,six,five,four,king,six,queen,nine,eight,three,two,king,six,ace,three,seven,nine,eight,four,jack,seven,four,jack,nine,five,two,eight,five,king,queen,eight,ace,seven,jack,ten"
player wins,17,ten seven ,computer,18,ten two ace five ,100,-300,-1,0.8076923076923077,-1.2380952380952381,",king,three,queen,nine,four,six,five,four,king,six,queen,nine,eight,three,two,king,six,ace,three,seven,nine,eight,four,jack,seven,four,jack,nine,five,two,eight,five,king,queen,eight,ace,seven,jack,ten"
dealer bust,22,three nine four six ,computer,20,king queen ,100,-200,-2,0.6923076923076923,-2.888888888888889,",five,four,king,six,queen,nine,eight,three,two,king,six,ace,three,seven,nine,eight,four,jack,seven,four,jack,nine,five,two,eight,five,king,queen,eight,ace,seven,jack,ten"
dealer wins,20,four six queen ,computer,15,five king ,100,-300,0,0.5769230769230769,0.0,",nine,eight,three,two,king,six,ace,three,seven,nine,eight,four,jack,seven,four,jack,nine,five,two,eight,five,king,queen,eight,ace,seven,jack,ten"
player bust,17,eight two six ace ,computer,22,nine three king ,100,-400,2,0.4807692307692307,4.16,",three,seven,nine,eight,four,jack,seven,four,jack,nine,five,two,eight,five,king,queen,eight,ace,seven,jack,ten"
player bust,22,two queen king ,computer,23,queen three queen ,100,-500,0,0.9230769230769231,0.0,",king,seven,two,four,eight,four,ten,two,jack,queen,three,six,five,ace,ace,three,seven,ten,eight,jack,four,eight,five,king,six,five,jack,ten,ace,nine,two,seven,five,nine,eight,nine,four,three,six,jack,ace,king,seven,ten,nine"
dealer wins,19,seven four eight ,computer,12,king two ,100,-600,1,0.8076923076923077,1.2380952380952381,",four,ten,two,jack,queen,three,six,five,ace,ace,three,seven,ten,eight,jack,four,eight,five,king,six,five,jack,ten,ace,nine,two,seven,five,nine,eight,nine,four,three,six,jack,ace,king,seven,ten,nine"
dealer wins,20,ten jack ,computer,19,four two queen three ,100,-700,1,0.7115384615384616,1.4054054054054053,",six,five,ace,ace,three,seven,ten,eight,jack,four,eight,five,king,six,five,jack,ten,ace,nine,two,seven,five,nine,eight,nine,four,three,six,jack,ace,king,seven,ten,nine"
dealer bust,24,five ace ten eight ,computer,17,six ace three seven ,100,-600,1,0.5961538461538461,1.6774193548387097,",jack,four,eight,five,king,six,five,jack,ten,ace,nine,two,seven,five,nine,eight,nine,four,three,six,jack,ace,king,seven,ten,nine"
dealer wins,19,four five king ,computer,18,jack eight ,100,-700,2,0.4423076923076923,4.521739130434783,",six,five,jack,ten,ace,nine,two,seven,five,nine,eight,nine,four,three,six,jack,ace,king,seven,ten,nine"
dealer bust,25,nine six jack ,computer,18,five three jack ,100,-600,3,0.9230769230769231,3.25,",ten,five,ace,four,eight,ten,three,six,queen,ace,queen,two,eight,ace,three,three,jack,four,nine,four,eight,nine,six,seven,six,nine,king,four,seven,five,queen,seven,king,five,two,eight,seven,ten,queen,jack,two,two,ten,king,king"
blackjack,17,five four eight ,computer,21,ten ace ,100,-400,3,0.8076923076923077,3.7142857142857144,",ten,three,six,queen,ace,queen,two,eight,ace,three,three,jack,four,nine,four,eight,nine,six,seven,six,nine,king,four,seven,five,queen,seven,king,five,two,eight,seven,ten,queen,jack,two,two,ten,king,king"
dealer bust,23,three queen queen ,computer,17,ten six ace ,100,-300,3,0.7115384615384616,4.216216216216216,",two,eight,ace,three,three,jack,four,nine,four,eight,nine,six,seven,six,nine,king,four,seven,five,queen,seven,king,five,two,eight,seven,ten,queen,jack,two,two,ten,king,king"
dealer bust,24,eight three four nine ,computer,16,two ace three jack ,100,-200,4,0.5961538461538461,6.709677419354839,",four,eight,nine,six,seven,six,nine,king,four,seven,five,queen,seven,king,five,two,eight,seven,ten,queen,jack,two,two,ten,king,king"
dealer wins,21,eight six seven ,computer,13,four nine ,100,-300,6,0.4423076923076923,13.565217391304348,",six,nine,king,four,seven,five,queen,seven,king,five,two,eight,seven,ten,queen,jack,two,two,ten,king,king"
player bust,18,eight queen ,computer,24,jack four king ,100,-400,-1,0.9230769230769231,-1.0833333333333333,",four,five,nine,king,seven,two,jack,three,seven,ten,jack,nine,three,eight,five,two,seven,ace,two,ten,six,ace,ace,jack,nine,nine,three,five,queen,four,six,ace,eight,eight,three,seven,king,four,queen,queen,ten,six,ten,two,six,five"
player wins,17,five king two ,computer,20,four nine seven ,100,-300,0,0.8269230769230769,0.0,",jack,three,seven,ten,jack,nine,three,eight,five,two,seven,ace,two,ten,six,ace,ace,jack,nine,nine,three,five,queen,four,six,ace,eight,eight,three,seven,king,four,queen,queen,ten,six,ten,two,six,five"
dealer bust,23,three ten jack ,computer,17,jack seven ,100,-200,-1,0.7115384615384616,-1.4054054054054053,",nine,three,eight,five,two,seven,ace,two,ten,six,ace,ace,jack,nine,nine,three,five,queen,four,six,ace,eight,eight,three,seven,king,four,queen,queen,ten,six,ten,two,six,five"
Tie,17,three five two seven ,computer,17,nine eight ,100,-200,1,0.6153846153846154,1.625,",ace,two,ten,six,ace,ace,jack,nine,nine,three,five,queen,four,six,ace,eight,eight,three,seven,king,four,queen,queen,ten,six,ten,two,six,five"
blackjack,19,two six ace ,computer,21,ace ten ,100,0,1,0.5,2.0,",ace,jack,nine,nine,three,five,queen,four,six,ace,eight,eight,three,seven,king,four,queen,queen,ten,six,ten,two,six,five"
player bust,17,eight nine ,computer,22,jack two king ,100,-100,0,0.9230769230769231,0.0,",ace,jack,king,ten,five,ten,king,eight,seven,nine,three,four,eight,two,ten,seven,five,queen,ace,nine,eight,six,jack,jack,queen,queen,nine,two,ace,three,five,king,ten,five,three,seven,four,queen,seven,ace,four,six,two,four,six,six"
blackjack,20,jack ten ,computer,21,ace king ,100,100,-4,0.8269230769230769,-4.837209302325582,",five,ten,king,eight,seven,nine,three,four,eight,two,ten,seven,five,queen,ace,nine,eight,six,jack,jack,queen,queen,nine,two,ace,three,five,king,ten,five,three,seven,four,queen,seven,ace,four,six,two,four,six,six"
player bust,18,ten eight ,computer,22,five king seven ,100,0,-5,0.75,-6.666666666666667,",nine,three,four,eight,two,ten,seven,five,queen,ace,nine,eight,six,jack,jack,queen,queen,nine,two,ace,three,five,king,ten,five,three,seven,four,queen,seven,ace,four,six,two,four,six,six"
player bust,18,three eight seven ,computer,25,nine four two ten ,100,-100,-3,0.6538461538461539,-4.588235294117647,",five,queen,ace,nine,eight,six,jack,jack,queen,queen,nine,two,ace,three,five,king,ten,five,three,seven,four,queen,seven,ace,four,six,two,four,six,six"
player wins,19,queen nine ,computer,20,five ace eight six ,100,0,-4,0.5192307692307692,-7.703703703703705,",jack,jack,queen,queen,nine,two,ace,three,five,king,ten,five,three,seven,four,queen,seven,ace,four,six,two,four,six,six"
dealer bust,23,two two nine jack ,computer,19,nine queen ,100,100,1,0.9230769230769231,1.0833333333333333,",ace,six,four,queen,five,ten,five,ace,eight,queen,four,ten,six,three,seven,ten,six,two,four,ten,king,eight,seven,king,nine,king,ace,two,four,jack,king,queen,jack,six,eight,seven,eight,five,five,three,three,seven,jack,nine,ace"
