game_status,dealer_total,dealer_cards,player_name,player_total,player_cards,player_wager,player_balance,running_count,deck_remaining_percent,true_count,remaining_cards
dealer wins,21,eight three jack ,computer,15,five king ,100,-900,1,0.5192307692307692,1.9259259259259263,",four,ten,five,ace,jack,two,eight,jack,three,king,queen,king,ace,ace,queen,two,two,jack,five,six,six,nine,four,queen,four"
dealer wins,21,ace king ,computer,19,nine ten ,100,-1000,-3,0.9230769230769231,-3.25,",six,eight,five,three,jack,queen,ten,eight,five,jack,eight,three,king,ten,seven,five,six,four,eight,nine,king,six,three,four,queen,two,three,king,jack,nine,jack,ace,seven,four,seven,ten,two,ace,queen,two,nine,seven,five,queen,two,six,four"
Tie,21,eight three queen ,computer,21,six five jack ,100,-1000,0,0.8461538461538461,0.0,",ten,eight,five,jack,eight,three,king,ten,seven,five,six,four,eight,nine,king,six,three,four,queen,two,three,king,jack,nine,jack,ace,seven,four,seven,ten,two,ace,queen,two,nine,seven,five,queen,two,six,four"
player bust,18,eight jack ,computer,23,ten five eight ,100,-1100,-1,0.7307692307692308,-1.3684210526315788,",three,king,ten,seven,five,six,four,eight,nine,king,six,three,four,queen,two,three,king,jack,nine,jack,ace,seven,four,seven,ten,two,ace,queen,two,nine,seven,five,queen,two,six,four"
player wins,17,king seven ,computer,18,three ten five ,100,-1000,-2,0.6346153846153846,-3.151515151515152,",six,four,eight,nine,king,six,three,four,queen,two,three,king,jack,nine,jack,ace,seven,four,seven,ten,two,ace,queen,two,nine,seven,five,queen,two,six,four"
player bust,19,four nine six ,computer,24,six eight king ,100,-1100,0,0.5384615384615384,0.0,",three,four,queen,two,three,king,jack,nine,jack,ace,seven,four,seven,ten,two,ace,queen,two,nine,seven,five,queen,two,six,four"
Tie,17,ten seven ,computer,17,seven king ,100,-1100,-2,0.9230769230769231,-2.1666666666666665,",two,king,two,ace,queen,nine,four,queen,three,three,eight,five,six,eight,eight,jack,nine,eight,ten,ace,jack,two,jack,three,five,four,five,six,king,seven,six,five,two,queen,king,nine,three,ten,four,ten,seven,ace,queen,four,nine,jack,six"
player bust,21,king ace ,computer,23,two two queen nine ,100,-1200,-2,0.8461538461538461,-2.3636363636363638,",four,queen,three,three,eight,five,six,eight,eight,jack,nine,eight,ten,ace,jack,two,jack,three,five,four,five,six,king,seven,six,five,two,queen,king,nine,three,ten,four,ten,seven,ace,queen,four,nine,jack,six"
dealer wins,18,queen three five ,computer,15,four three eight ,100,-1300,0,0.7307692307692308,0.0,",six,eight,eight,jack,nine,eight,ten,ace,jack,two,jack,three,five,four,five,six,king,seven,six,five,two,queen,king,nine,three,ten,four,ten,seven,ace,queen,four,nine,jack,six"
player bust,18,eight jack ,computer,23,six eight nine ,100,-1400,0,0.6153846153846154,0.0,",eight,ten,ace,jack,two,jack,three,five,four,five,six,king,seven,six,five,two,queen,king,nine,three,ten,four,ten,seven,ace,queen,four,nine,jack,six"
dealer wins,20,ten jack ,computer,19,eight ace ,100,-1500,-3,0.5192307692307692,-5.777777777777779,",two,jack,three,five,four,five,six,king,seven,six,five,two,queen,king,nine,three,ten,four,ten,seven,ace,queen,four,nine,jack,six"
dealer wins,21,jack five six ,computer,14,two three four five ,100,-1600,-1,0.4423076923076923,-2.2608695652173916,",king,seven,six,five,two,queen,king,nine,three,ten,four,ten,seven,ace,queen,four,nine,jack,six"
Tie,20,three seven king ,computer,20,six jack four ,100,-1600,1,0.9230769230769231,1.0833333333333333,",ace,two,queen,five,two,ace,ace,seven,ten,five,six,eight,king,six,eight,five,four,ten,king,four,three,eight,seven,six,eight,jack,jack,three,five,seven,ace,queen,nine,queen,nine,queen,ten,two,ten,king,nine,two,three,nine,four"
blackjack,20,two five two ace ,computer,21,ace queen ,100,-1400,1,0.8076923076923077,1.2380952380952381,",ace,seven,ten,five,six,eight,king,six,eight,five,four,ten,king,four,three,eight,seven,six,eight,jack,jack,three,five,seven,ace,queen,nine,queen,nine,queen,ten,two,ten,king,nine,two,three,nine,four"
blackjack,18,seven five six ,computer,21,ace ten ,100,-1200,0,0.6923076923076923,0.0,",eight,king,six,eight,five,four,ten,king,four,three,eight,seven,six,eight,jack,jack,three,five,seven,ace,queen,nine,queen,nine,queen,ten,two,ten,king,nine,two,three,nine,four"
player wins,18,king eight ,computer,19,eight six five ,100,-1100,0,0.5961538461538461,0.0,",four,ten,king,four,three,eight,seven,six,eight,jack,jack,three,five,seven,ace,queen,nine,queen,nine,queen,ten,two,ten,king,nine,two,three,nine,four"
dealer wins,17,ten four three ,computer,14,four king ,100,-1200,0,0.5,0.0,",eight,seven,six,eight,jack,jack,three,five,seven,ace,queen,nine,queen,nine,queen,ten,two,ten,king,nine,two,three,nine,four"
dealer bust,25,ten five jack ,computer,17,two two three ten ,100,-1100,2,0.9230769230769231,2.1666666666666665,",king,eight,ace,king,jack,ten,four,six,six,seven,eight,two,ten,three,seven,nine,seven,ace,four,five,six,five,four,eight,nine,ace,queen,nine,queen,two,three,king,queen,king,queen,nine,jack,seven,ace,four,six,eight,jack,five"
blackjack,18,eight king ,computer,21,king ace ,100,-900,-1,0.7884615384615384,-1.2682926829268293,",jack,ten,four,six,six,seven,eight,two,ten,three,seven,nine,seven,ace,four,five,six,five,four,eight,nine,ace,queen,nine,queen,two,three,king,queen,king,queen,nine,jack,seven,ace,four,six,eight,jack,five"
dealer bust,22,ten six six ,computer,14,jack four ,100,-800,-1,0.7115384615384616,-1.4054054054054053,",seven,eight,two,ten,three,seven,nine,seven,ace,four,five,six,five,four,eight,nine,ace,queen,nine,queen,two,three,king,queen,king,queen,nine,jack,seven,ace,four,six,eight,jack,five"
player wins,18,eight ten ,computer,19,seven two three seven ,100,-700,-1,0.6153846153846154,-1.625,",nine,seven,ace,four,five,six,five,four,eight,nine,ace,queen,nine,queen,two,three,king,queen,king,queen,nine,jack,seven,ace,four,six,eight,jack,five"
dealer wins,17,seven four six ,computer,15,nine ace five ,100,-800,-1,0.5,-2.0,",five,four,eight,nine,ace,queen,nine,queen,two,three,king,queen,king,queen,nine,jack,seven,ace,four,six,eight,jack,five"
dealer wins,18,two six queen ,computer,14,three four seven ,100,-900,4,0.9230769230769231,4.333333333333333,",ten,three,seven,three,ten,ace,five,three,ten,ace,jack,nine,king,four,two,four,seven,jack,nine,ten,six,five,ace,queen,queen,six,eight,eight,four,nine,nine,queen,eight,king,king,five,ace,six,jack,two,five,king,jack,two,eight"
Tie,17,three three ten ace ,computer,17,ten seven ,100,-900,5,0.8076923076923077,6.190476190476191,",five,three,ten,ace,jack,nine,king,four,two,four,seven,jack,nine,ten,six,five,ace,queen,queen,six,eight,eight,four,nine,nine,queen,eight,king,king,five,ace,six,jack,two,five,king,jack,two,eight"
player bust,23,three ace nine king ,computer,25,five ten jack ,100,-1000,5,0.6923076923076923,7.222222222222222,",four,two,four,seven,jack,nine,ten,six,five,ace,queen,queen,six,eight,eight,four,nine,nine,queen,eight,king,king,five,ace,six,jack,two,five,king,jack,two,eight"
Tie,18,two seven nine ,computer,18,four four jack ,100,-1000,8,0.5576923076923077,14.344827586206897,",ten,six,five,ace,queen,queen,six,eight,eight,four,nine,nine,queen,eight,king,king,five,ace,six,jack,two,five,king,jack,two,eight"
player bust,17,six ace ,computer,25,ten five queen ,100,-1100,8,0.4423076923076923,18.086956521739133,",queen,six,eight,eight,four,nine,nine,queen,eight,king,king,five,ace,six,jack,two,five,king,jack,two,eight"
dealer wins,21,king ace ,computer,17,seven four six ,100,-1200,-1,0.9230769230769231,-1.0833333333333333,",two,three,ten,eight,ace,jack,jack,eight,five,king,four,king,two,five,seven,three,jack,eight,four,queen,five,six,nine,queen,two,nine,queen,three,ten,ace,king,eight,ten,seven,queen,nine,four,nine,jack,ten,five,six,seven,ace,two,six"
player bust,21,three eight jack ,computer,23,two ten ace jack ,100,-1300,0,0.8269230769230769,0.0,",eight,five,king,four,king,two,five,seven,three,jack,eight,four,queen,five,six,nine,queen,two,nine,queen,three,ten,ace,king,eight,ten,seven,queen,nine,four,nine,jack,ten,five,six,seven,ace,two,six"
dealer wins,19,five four king ,computer,18,eight king ,100,-1400,1,0.6923076923076923,1.4444444444444444,",two,five,seven,three,jack,eight,four,queen,five,six,nine,queen,two,nine,queen,three,ten,ace,king,eight,ten,seven,queen,nine,four,nine,jack,ten,five,six,seven,ace,two,six"
dealer wins,20,five three eight four ,computer,19,two seven jack ,100,-1500,4,0.5961538461538461,6.709677419354839,",queen,five,six,nine,queen,two,nine,queen,three,ten,ace,king,eight,ten,seven,queen,nine,four,nine,jack,ten,five,six,seven,ace,two,six"
player bust,25,five nine two nine ,computer,26,queen six queen ,100,-1600,5,0.46153846153846156,10.833333333333332,",queen,three,ten,ace,king,eight,ten,seven,queen,nine,four,nine,jack,ten,five,six,seven,ace,two,six"
blackjack,26,queen two four king ,computer,21,ace king ,100,-1400,-2,0.9230769230769231,-2.1666666666666665,",eight,ten,four,two,eight,six,five,queen,queen,nine,nine,ten,jack,three,seven,seven,five,seven,king,eight,five,nine,six,five,jack,jack,seven,two,ten,two,four,six,four,ace,eight,three,nine,queen,three,three,ace,jack,ten,king,ace"
player wins,18,ten two six ,computer,20,eight four eight ,100,-1300,-1,0.8076923076923077,-1.2380952380952381,",five,queen,queen,nine,nine,ten,jack,three,seven,seven,five,seven,king,eight,five,nine,six,five,jack,jack,seven,two,ten,two,four,six,four,ace,eight,three,nine,queen,three,three,ace,jack,ten,king,ace"
player bust,19,queen nine ,computer,24,five queen nine ,100,-1400,-2,0.6923076923076923,-2.888888888888889,",ten,jack,three,seven,seven,five,seven,king,eight,five,nine,six,five,jack,jack,seven,two,ten,two,four,six,four,ace,eight,three,nine,queen,three,three,ace,jack,ten,king,ace"
player wins,17,jack seven ,computer,20,ten three seven ,100,-1300,-3,0.5961538461538461,-5.032258064516129,",five,seven,king,eight,five,nine,six,five,jack,jack,seven,two,ten,two,four,six,four,ace,eight,three,nine,queen,three,three,ace,jack,ten,king,ace"
dealer bust,24,seven eight nine ,computer,20,five king five ,100,-1200,-3,0.5,-6.0,",six,five,jack,jack,seven,two,ten,two,four,six,four,ace,eight,three,nine,queen,three,three,ace,jack,ten,king,ace"
dealer wins,19,five nine two three ,computer,18,eight ten ,100,-1300,0,0.9230769230769231,0.0,",three,king,ace,king,ten,nine,seven,five,ace,ace,four,two,two,king,queen,five,three,ten,queen,six,six,jack,nine,eight,eight,jack,six,ten,ace,queen,king,jack,three,seven,four,eight,jack,four,nine,six,seven,seven,four,queen,five"
player bust,20,king king ,computer,23,three ace ten nine ,100,-1400,-2,0.8076923076923077,-2.4761904761904763,",seven,five,ace,ace,four,two,two,king,queen,five,three,ten,queen,six,six,jack,nine,eight,eight,jack,six,ten,ace,queen,king,jack,three,seven,four,eight,jack,four,nine,six,seven,seven,four,queen,five"
dealer wins,20,five ace four ,computer,18,seven ace ,100,-1500,-3,0.6923076923076923,-4.333333333333333,",two,two,king,queen,five,three,ten,queen,six,six,jack,nine,eight,eight,jack,six,ten,ace,queen,king,jack,three,seven,four,eight,jack,four,nine,six,seven,seven,four,queen,five"
dealer bust,25,two queen three ten ,computer,17,two king five ,100,-1400,-3,0.5961538461538461,-5.032258064516129,",queen,six,six,jack,nine,eight,eight,jack,six,ten,ace,queen,king,jack,three,seven,four,eight,jack,four,nine,six,seven,seven,four,queen,five"
player bust,24,six jack eight ,computer,25,queen six nine ,100,-1500,-3,0.46153846153846156,-6.5,",eight,jack,six,ten,ace,queen,king,jack,three,seven,four,eight,jack,four,nine,six,seven,seven,four,queen,five"
dealer bust,23,six two six nine ,computer,15,ace four ten ,100,-1400,2,0.9230769230769231,2.1666666666666665,",jack,four,six,three,seven,three,ace,queen,eight,seven,eight,king,nine,ace,jack,seven,eight,king,five,ten,three,six,ten,jack,five,king,ten,queen,jack,three,nine,eight,four,seven,two,ace,queen,nine,five,four,two,two,queen,king"
dealer wins,17,four three seven three ,computer,16,jack six ,100,-1500,4,0.7884615384615384,5.073170731707317,",ace,queen,eight,seven,eight,king,nine,ace,jack,seven,eight,king,five,ten,three,six,ten,jack,five,king,ten,queen,jack,three,nine,eight,four,seven,two,ace,queen,nine,five,four,two,two,queen,king"
player wins,17,queen seven ,computer,19,ace eight ,100,-1400,2,0.6730769230769231,2.971428571428571,",eight,king,nine,ace,jack,seven,eight,king,five,ten,three,six,ten,jack,five,king,ten,queen,jack,three,nine,eight,four,seven,two,ace,queen,nine,five,four,two,two,queen,king"
dealer wins,21,king ace ,computer,17,eight nine ,100,-1500,0,0.5961538461538461,0.0,",jack,seven,eight,king,five,ten,three,six,ten,jack,five,king,ten,queen,jack,three,nine,eight,four,seven,two,ace,queen,nine,five,four,two,two,queen,king"
player wins,17,seven king ,computer,18,jack eight ,100,-1400,-2,0.5192307692307692,-3.8518518518518525,",five,ten,three,six,ten,jack,five,king,ten,queen,jack,three,nine,eight,four,seven,two,ace,queen,nine,five,four,two,two,queen,king"
dealer bust,26,ten six jack ,computer,18,five three ten ,100,-1300,0,0.4423076923076923,0.0,",five,king,ten,queen,jack,three,nine,eight,four,seven,two,ace,queen,nine,five,four,two,two,queen,king"
dealer wins,20,five ten five ,computer,18,eight queen ,100,-1400,-1,0.9230769230769231,-1.0833333333333333,",six,four,seven,two,ace,nine,six,jack,eight,ten,eight,queen,seven,two,five,four,ace,six,five,jack,six,ten,seven,jack,three,three,queen,three,seven,four,ten,king,four,king,eight,king,nine,nine,jack,queen,ace,ace,nine,three,two,two"
dealer wins,17,four two ace ,computer,13,six seven ,100,-1500,2,0.8269230769230769,2.418604651162791,",nine,six,jack,eight,ten,eight,queen,seven,two,five,four,ace,six,five,jack,six,ten,seven,jack,three,three,queen,three,seven,four,ten,king,four,king,eight,king,nine,nine,jack,queen,ace,ace,nine,three,two,two"
dealer bust,24,six eight ten ,computer,19,nine jack ,100,-1400,2,0.7307692307692308,2.7368421052631575,",eight,queen,seven,two,five,four,ace,six,five,jack,six,ten,seven,jack,three,three,queen,three,seven,four,ten,king,four,king,eight,king,nine,nine,jack,queen,ace,ace,nine,three,two,two"
dealer wins,17,queen two five ,computer,15,eight seven ,100,-1500,2,0.6346153846153846,3.151515151515152,",four,ace,six,five,jack,six,ten,seven,jack,three,three,queen,three,seven,four,ten,king,four,king,eight,king,nine,nine,jack,queen,ace,ace,nine,three,two,two"
dealer bust,22,ace five six ten ,computer,20,four six jack ,100,-1400,4,0.5384615384615384,7.428571428571429,",seven,jack,three,three,queen,three,seven,four,ten,king,four,king,eight,king,nine,nine,jack,queen,ace,ace,nine,three,two,two"
player wins,17,king seven ,computer,18,eight queen ,100,-1300,-2,0.9230769230769231,-2.1666666666666665,",queen,nine,jack,three,five,ten,queen,ace,two,ten,six,ace,seven,eight,king,two,king,nine,nine,three,ten,seven,five,four,five,six,four,seven,two,ten,three,six,four,five,queen,four,jack,king,eight,jack,nine,ace,jack,two,ace,six,three"
player wins,17,nine three five ,computer,20,queen jack ,100,-1200,-3,0.8461538461538461,-3.5454545454545454,",ten,queen,ace,two,ten,six,ace,seven,eight,king,two,king,nine,nine,three,ten,seven,five,four,five,six,four,seven,two,ten,three,six,four,five,queen,four,jack,king,eight,jack,nine,ace,jack,two,ace,six,three"
blackjack,22,queen two ten ,computer,21,ten ace ,100,-1000,-5,0.75,-6.666666666666667,",six,ace,seven,eight,king,two,king,nine,nine,three,ten,seven,five,four,five,six,four,seven,two,ten,three,six,four,five,queen,four,jack,king,eight,jack,nine,ace,jack,two,ace,six,three"
player bust,19,ace eight ,computer,23,six seven king ,100,-1100,-5,0.6538461538461539,-7.647058823529411,",two,king,nine,nine,three,ten,seven,five,four,five,six,four,seven,two,ten,three,six,four,five,queen,four,jack,king,eight,jack,nine,ace,jack,two,ace,six,three"
player bust,19,king nine ,computer,24,two nine three ten ,100,-1200,-5,0.5576923076923077,-8.96551724137931,",seven,five,four,five,six,four,seven,two,ten,three,six,four,five,queen,four,jack,king,eight,jack,nine,ace,jack,two,ace,six,three"
dealer wins,21,five five four seven ,computer,17,seven four six ,100,-1300,-2,0.4423076923076923,-4.521739130434783,",two,ten,three,six,four,five,queen,four,jack,king,eight,jack,nine,ace,jack,two,ace,six,three"
Tie,19,nine ten ,computer,19,ace eight ,100,-1300,-2,0.9230769230769231,-2.1666666666666665,",four,six,queen,ten,seven,ten,six,queen,three,four,five,ace,three,jack,nine,seven,six,jack,queen,king,king,two,ten,ace,eight,three,six,nine,two,ace,four,seven,two,seven,four,eight,jack,eight,five,three,five,jack,king,five,nine,king,queen"
dealer bust,26,six ten ten ,computer,21,four queen seven ,100,-1200,-2,0.8461538461538461,-2.3636363636363638,",six,queen,three,four,five,ace,three,jack,nine,seven,six,jack,queen,king,king,two,ten,ace,eight,three,six,nine,two,ace,four,seven,two,seven,four,eight,jack,eight,five,three,five,jack,king,five,nine,king,queen"
dealer wins,18,queen four ace three ,computer,14,six three five ,100,-1300,0,0.7307692307692308,0.0,",jack,nine,seven,six,jack,queen,king,king,two,ten,ace,eight,three,six,nine,two,ace,four,seven,two,seven,four,eight,jack,eight,five,three,five,jack,king,five,nine,king,queen"
dealer bust,25,nine six jack ,computer,17,jack seven ,100,-1200,0,0.5961538461538461,0.0,",queen,king,king,two,ten,ace,eight,three,six,nine,two,ace,four,seven,two,seven,four,eight,jack,eight,five,three,five,jack,king,five,nine,king,queen"
dealer bust,22,king two ten ,computer,20,queen king ,100,-1100,-2,0.5,-4.0,",ace,eight,three,six,nine,two,ace,four,seven,two,seven,four,eight,jack,eight,five,three,five,jack,king,five,nine,king,queen"
dealer wins,18,two two ace king three ,computer,14,queen four ,100,-1200,2,0.9230769230769231,2.1666666666666665,",eight,six,nine,eight,nine,nine,four,seven,seven,ace,nine,eight,queen,ace,ten,jack,seven,five,ten,queen,five,king,ten,four,seven,jack,jack,eight,five,five,queen,ten,ace,king,six,three,king,six,six,two,two,three,three,jack"
dealer bust,23,six eight nine ,computer,17,eight nine ,100,-1100,3,0.7884615384615384,3.804878048780488,",nine,four,seven,seven,ace,nine,eight,queen,ace,ten,jack,seven,five,ten,queen,five,king,ten,four,seven,jack,jack,eight,five,five,queen,ten,ace,king,six,three,king,six,six,two,two,three,three,jack"
dealer wins,20,four seven nine ,computer,17,nine seven ace ,100,-1200,4,0.6923076923076923,5.777777777777778,",eight,queen,ace,ten,jack,seven,five,ten,queen,five,king,ten,four,seven,jack,jack,eight,five,five,queen,ten,ace,king,six,three,king,six,six,two,two,three,three,jack"
dealer wins,20,queen ten ,computer,19,eight ace ,100,-1300,1,0.5769230769230769,1.7333333333333334,",jack,seven,five,ten,queen,five,king,ten,four,seven,jack,jack,eight,five,five,queen,ten,ace,king,six,three,king,six,six,two,two,three,three,jack"
player bust,17,seven ten ,computer,25,jack five queen ,100,-1400,0,0.5,0.0,",five,king,ten,four,seven,jack,jack,eight,five,five,queen,ten,ace,king,six,three,king,six,six,two,two,three,three,jack"
player wins,17,seven queen ,computer,20,ace four seven eight ,100,-1300,-1,0.9230769230769231,-1.0833333333333333,",ten,queen,nine,queen,nine,nine,four,ace,six,two,king,king,ace,three,jack,five,king,four,six,three,queen,seven,two,five,king,two,eight,nine,ten,ten,five,eight,ace,six,five,two,three,eight,jack,seven,jack,four,three,jack,six"
dealer wins,20,queen queen ,computer,19,ten nine ,100,-1400,-4,0.8076923076923077,-4.9523809523809526,",nine,nine,four,ace,six,two,king,king,ace,three,jack,five,king,four,six,three,queen,seven,two,five,king,two,eight,nine,ten,ten,five,eight,ace,six,five,two,three,eight,jack,seven,jack,four,three,jack,six"
dealer wins,20,nine ace ,computer,19,nine four six ,100,-1500,-4,0.7307692307692308,-5.473684210526315,",two,king,king,ace,three,jack,five,king,four,six,three,queen,seven,two,five,king,two,eight,nine,ten,ten,five,eight,ace,six,five,two,three,eight,jack,seven,jack,four,three,jack,six"
player bust,21,king ace ,computer,25,two king three jack ,100,-1600,-6,0.6346153846153846,-9.454545454545455,",five,king,four,six,three,queen,seven,two,five,king,two,eight,nine,ten,ten,five,eight,ace,six,five,two,three,eight,jack,seven,jack,four,three,jack,six"
dealer bust,26,king six queen ,computer,12,five four three ,100,-1500,-4,0.5192307692307692,-7.703703703703705,",seven,two,five,king,two,eight,nine,ten,ten,five,eight,ace,six,five,two,three,eight,jack,seven,jack,four,three,jack,six"
player bust,17,six ace ,computer,24,queen six eight ,100,-1600,0,0.9230769230769231,0.0,",five,two,ten,seven,ace,seven,seven,jack,six,two,five,eight,four,three,five,three,nine,queen,nine,king,three,jack,king,nine,queen,jack,ten,two,jack,three,ace,four,eight,ace,king,queen,ten,ten,five,four,seven,four,two,eight,nine,king"
player bust,26,two seven seven jack ,computer,23,five ten ace seven ,100,-1700,1,0.8269230769230769,1.2093023255813955,",six,two,five,eight,four,three,five,three,nine,queen,nine,king,three,jack,king,nine,queen,jack,ten,two,jack,three,ace,four,eight,ace,king,queen,ten,ten,five,four,seven,four,two,eight,nine,king"
Tie,18,two eight five three ,computer,18,six five four three ,100,-1700,4,0.6730769230769231,5.942857142857142,",nine,queen,nine,king,three,jack,king,nine,queen,jack,ten,two,jack,three,ace,four,eight,ace,king,queen,ten,ten,five,four,seven,four,two,eight,nine,king"
dealer wins,20,queen king ,computer,18,nine nine ,100,-1800,2,0.5192307692307692,3.8518518518518525,",three,jack,king,nine,queen,jack,ten,two,jack,three,ace,four,eight,ace,king,queen,ten,ten,five,four,seven,four,two,eight,nine,king"
player bust,19,jack nine ,computer,23,three king queen ,100,-1900,1,0.4423076923076923,2.2608695652173916,",jack,ten,two,jack,three,ace,four,eight,ace,king,queen,ten,ten,five,four,seven,four,two,eight,nine,king"
Tie,19,five four queen ,computer,19,two seven king ,100,-1900,3,0.9230769230769231,3.25,",ace,seven,three,nine,four,nine,ten,two,jack,seven,three,six,eight,jack,four,eight,four,five,two,three,eight,eight,ace,jack,king,six,three,queen,five,jack,ten,ace,six,two,nine,seven,queen,queen,ten,king,ace,ten,five,king,six"
dealer bust,25,seven nine nine ,computer,18,ace three four ,100,-1800,3,0.8076923076923077,3.7142857142857144,",ten,two,jack,seven,three,six,eight,jack,four,eight,four,five,two,three,eight,eight,ace,jack,king,six,three,queen,five,jack,ten,ace,six,two,nine,seven,queen,queen,ten,king,ace,ten,five,king,six"
player wins,18,two seven three six ,computer,20,ten jack ,100,-1700,2,0.6923076923076923,2.888888888888889,",eight,jack,four,eight,four,five,two,three,eight,eight,ace,jack,king,six,three,queen,five,jack,ten,ace,six,two,nine,seven,queen,queen,ten,king,ace,ten,five,king,six"
player wins,18,jack eight ,computer,21,eight four four five ,100,-1600,2,0.5769230769230769,3.466666666666667,",two,three,eight,eight,ace,jack,king,six,three,queen,five,jack,ten,ace,six,two,nine,seven,queen,queen,ten,king,ace,ten,five,king,six"
Tie,21,three eight jack ,computer,21,two eight ace ,100,-1600,4,0.46153846153846156,8.666666666666666,",king,six,three,queen,five,jack,ten,ace,six,two,nine,seven,queen,queen,ten,king,ace,ten,five,king,six"
player bust,18,eight eight two ,computer,25,two ace jack three nine ,100,-1700,0,0.9230769230769231,0.0,",three,six,eight,king,eight,ace,ace,nine,five,two,queen,seven,jack,two,four,nine,seven,three,king,five,three,six,six,nine,six,five,ten,seven,jack,queen,ten,king,seven,four,five,jack,king,four,ten,queen,four,ten,ace"
player wins,17,six king ace ,computer,19,three eight eight ,100,-1600,1,0.7692307692307692,1.3,",ace,nine,five,two,queen,seven,jack,two,four,nine,seven,three,king,five,three,six,six,nine,six,five,ten,seven,jack,queen,ten,king,seven,four,five,jack,king,four,ten,queen,four,ten,ace"
dealer wins,18,nine two seven ,computer,16,ace five queen ,100,-1700,2,0.6538461538461539,3.0588235294117645,",jack,two,four,nine,seven,three,king,five,three,six,six,nine,six,five,ten,seven,jack,queen,ten,king,seven,four,five,jack,king,four,ten,queen,four,ten,ace"
dealer bust,24,two nine three king ,computer,21,jack four seven ,100,-1600,3,0.5384615384615384,5.571428571428572,",five,three,six,six,nine,six,five,ten,seven,jack,queen,ten,king,seven,four,five,jack,king,four,ten,queen,four,ten,ace"
blackjack,24,four nine ace queen ,computer,21,jack ace ,100,-1400,-1,0.9230769230769231,-1.0833333333333333,",seven,three,nine,eight,four,ace,three,six,four,three,jack,ace,king,ten,king,five,ten,two,jack,five,seven,nine,queen,four,nine,six,queen,eight,two,three,ten,jack,two,queen,seven,two,ten,six,king,five,five,king,eight,seven,six"
dealer wins,21,three eight ace three six ,computer,20,seven nine four ,100,-1500,0,0.8076923076923077,0.0,",four,three,jack,ace,king,ten,king,five,ten,two,jack,five,seven,nine,queen,four,nine,six,queen,eight,two,three,ten,jack,two,queen,seven,two,ten,six,king,five,five,king,eight,seven,six"
player bust,24,three ace ten king ,computer,24,four jack king ,100,-1600,0,0.6538461538461539,0.0,",five,ten,two,jack,five,seven,nine,queen,four,nine,six,queen,eight,two,three,ten,jack,two,queen,seven,two,ten,six,king,five,five,king,eight,seven,six"
dealer wins,20,ten jack ,computer,19,five two five seven ,100,-1700,0,0.5192307692307692,0.0,",nine,queen,four,nine,six,queen,eight,two,three,ten,jack,two,queen,seven,two,ten,six,king,five,five,king,eight,seven,six"
dealer wins,18,ace three four ,computer,17,seven king ,100,-1800,-1,0.9230769230769231,-1.0833333333333333,",seven,five,three,ace,two,ace,nine,ten,three,ten,four,nine,jack,ten,two,eight,queen,jack,six,eight,queen,eight,jack,nine,four,two,two,five,three,five,six,seven,eight,ten,nine,six,seven,jack,queen,king,queen,five,six,king,king,ace"
player bust,19,five ace ten three ,computer,22,seven three two ace nine ,100,-1900,0,0.8269230769230769,0.0,",ten,four,nine,jack,ten,two,eight,queen,jack,six,eight,queen,eight,jack,nine,four,two,two,five,three,five,six,seven,eight,ten,nine,six,seven,jack,queen,king,queen,five,six,king,king,ace"
dealer bust,24,four jack ten ,computer,19,ten nine ,100,-1800,-1,0.6538461538461539,-1.5294117647058822,",two,eight,queen,jack,six,eight,queen,eight,jack,nine,four,two,two,five,three,five,six,seven,eight,ten,nine,six,seven,jack,queen,king,queen,five,six,king,king,ace"
Tie,18,eight jack ,computer,18,two queen six ,100,-1800,-2,0.5576923076923077,-3.586206896551724,",eight,queen,eight,jack,nine,four,two,two,five,three,five,six,seven,eight,ten,nine,six,seven,jack,queen,king,queen,five,six,king,king,ace"
player bust,20,queen jack ,computer,25,eight eight nine ,100,-1900,-4,0.46153846153846156,-8.666666666666666,",four,two,two,five,three,five,six,seven,eight,ten,nine,six,seven,jack,queen,king,queen,five,six,king,king,ace"
dealer bust,22,four king eight ,computer,19,nine queen ,100,-1800,-1,0.9230769230769231,-1.0833333333333333,",seven,king,ten,queen,nine,six,queen,two,three,seven,ace,eight,king,ten,jack,four,ace,five,jack,eight,ten,three,ace,jack,four,nine,ace,six,five,ten,five,seven,queen,two,three,six,two,nine,jack,seven,six,four,five,eight,two,three"
dealer wins,20,king queen ,computer,17,seven ten ,100,-1900,-4,0.8269230769230769,-4.837209302325582,",nine,six,queen,two,three,seven,ace,eight,king,ten,jack,four,ace,five,jack,eight,ten,three,ace,jack,four,nine,ace,six,five,ten,five,seven,queen,two,three,six,two,nine,jack,seven,six,four,five,eight,two,three"
player wins,18,six two three seven ,computer,19,nine queen ,100,-1800,-3,0.75,-4.0,",ace,eight,king,ten,jack,four,ace,five,jack,eight,ten,three,ace,jack,four,nine,ace,six,five,ten,five,seven,queen,two,three,six,two,nine,jack,seven,six,four,five,eight,two,three"
blackjack,18,eight ten ,computer,21,ace king ,100,-1600,-6,0.6346153846153846,-9.454545454545455,",jack,four,ace,five,jack,eight,ten,three,ace,jack,four,nine,ace,six,five,ten,five,seven,queen,two,three,six,two,nine,jack,seven,six,four,five,eight,two,three"
